,player,season,as,played_for,pos_1,pos_2,all_nba_team_label,2p,3p,ft,trb,ast,stl,blk,2p%,ws,ortg,per,blk%,usg%
2819,Chris Mihm,2005-06,0,1,C,F,NA,3.9,0.0,2.4,6.3,1.0,0.3,1.2,50.1,4.0,111,15.3,3.6,18.7
2820,Andre Miller,2005-06,0,1,G,NA,NA,4.9,0.1,3.8,4.3,8.2,1.3,0.2,47.199999999999996,6.2,107,16.4,0.5,20.0
2821,Brad Miller,2005-06,0,1,C,F,NA,5.1,0.4,3.5,7.8,4.7,0.8,0.8,50.7,9.1,114,17.5,1.6,18.9
2822,Yao Ming,2005-06,1,1,C,NA,third,8.2,0.0,5.9,10.2,1.5,0.5,1.6,51.9,8.6,113,25.6,3.9,29.9
2823,Cuttino Mobley,2005-06,0,1,G,NA,NA,4.4,1.1,2.9,4.3,3.0,1.2,0.5,45.300000000000004,5.3,103,13.1,0.9,19.8
2824,Troy Murphy,2005-06,0,1,F,C,NA,4.1,0.8,3.4,10.0,1.4,0.6,0.4,46.400000000000006,6.5,110,15.9,0.8,19.2
2825,Steve Nash,2005-06,1,1,G,NA,first,4.9,1.9,3.3,4.2,10.5,0.8,0.2,54.800000000000004,12.4,121,23.3,0.3,23.3
2826,Rasho Nesterović,2005-06,0,1,C,NA,NA,2.2,0.0,0.2,3.9,0.4,0.3,1.1,51.800000000000004,3.7,105,11.0,4.2,12.6
2827,Andrés Nocioni,2005-06,0,1,F,NA,NA,3.5,1.1,2.5,6.1,1.4,0.5,0.6,48.9,6.7,110,16.1,1.8,21.3
2828,Dirk Nowitzki,2005-06,1,1,F,C,first,7.9,1.4,6.7,9.0,2.8,0.7,1.0,49.6,17.7,123,28.1,2.1,30.0
2829,Lamar Odom,2005-06,0,1,F,NA,NA,4.6,1.0,2.7,9.2,5.5,0.9,0.8,51.4,9.2,112,17.0,1.5,18.1
2830,Mehmet Okur,2005-06,0,1,C,F,NA,5.4,1.0,4.3,9.1,2.4,0.5,0.9,49.1,9.3,113,19.0,2.1,23.5
2831,Jermaine O'Neal,2005-06,1,1,C,F,NA,7.4,0.1,5.1,9.3,2.6,0.5,2.3,47.4,4.9,102,20.4,4.7,28.9
2832,Shaquille O'Neal,2005-06,1,1,C,NA,first,8.1,0.0,3.7,9.2,1.9,0.4,1.8,60.0,6.2,108,24.4,4.4,30.0
2833,Zaza Pachulia,2005-06,0,1,C,NA,NA,3.9,0.0,3.8,7.9,1.7,1.1,0.5,45.2,3.9,106,15.0,1.2,19.2
2834,Smush Parker,2005-06,0,1,G,NA,NA,2.8,1.5,1.5,3.3,3.7,1.7,0.2,50.6,5.8,108,13.4,0.4,16.5
2835,Tony Parker,2005-06,1,1,G,NA,NA,7.7,0.1,3.2,3.3,5.8,1.0,0.1,55.60000000000001,9.6,110,20.8,0.1,27.1
2836,Chris Paul,2005-06,0,1,G,NA,NA,4.6,0.6,5.1,5.1,7.8,2.2,0.1,46.400000000000006,10.4,114,22.1,0.2,22.2
2837,Kendrick Perkins,2005-06,0,1,C,NA,NA,2.0,0.0,1.2,5.9,1.0,0.3,1.5,51.9,2.3,100,13.2,6.0,14.8
2838,Morris Peterson,2005-06,0,1,F,NA,NA,3.7,2.2,2.9,4.6,2.3,1.3,0.2,46.5,5.9,112,15.3,0.4,19.9
2839,Johan Petro,2005-06,0,1,C,NA,NA,2.3,0.0,0.7,4.4,0.2,0.4,0.8,51.0,1.0,105,10.4,3.1,13.7
2840,Paul Pierce,2005-06,1,1,F,G,NA,7.3,1.4,7.9,6.7,4.7,1.4,0.4,50.3,11.5,112,23.6,0.8,31.2
2841,James Posey,2005-06,0,1,F,G,NA,0.6,1.7,0.7,4.8,1.3,0.8,0.3,40.0,4.2,112,9.8,0.8,11.6
2842,Tayshaun Prince,2005-06,0,1,F,NA,NA,4.8,0.8,2.2,4.2,2.3,0.8,0.5,47.9,7.0,110,14.8,1.0,19.6
2843,Joel Przybilla,2005-06,0,1,C,NA,NA,2.3,0.0,1.5,7.0,0.8,0.4,2.3,54.800000000000004,2.3,106,15.3,7.1,13.0
2844,Zach Randolph,2005-06,0,1,F,C,NA,7.0,0.2,3.3,8.0,1.9,0.8,0.2,44.3,1.3,99,16.9,0.4,28.8
2845,Michael Redd,2005-06,0,1,G,NA,NA,6.5,2.0,6.3,4.3,2.9,1.2,0.1,47.099999999999994,10.8,115,21.2,0.1,28.3
2846,Jason Richardson,2005-06,0,1,G,NA,NA,6.1,2.4,3.7,5.8,3.1,1.3,0.5,47.699999999999996,7.3,107,19.2,1.0,27.6
2847,Quentin Richardson,2005-06,0,1,G,F,NA,1.8,1.2,1.1,4.2,1.6,0.7,0.1,36.5,0.7,99,9.6,0.3,17.4
2848,Luke Ridnour,2005-06,0,1,G,NA,NA,3.7,0.5,2.5,3.0,7.0,1.6,0.3,44.800000000000004,4.4,112,16.0,0.6,18.1
2849,Jalen Rose,2005-06,0,2,G,F,NA,3.2,0.8,3.4,2.9,2.5,0.4,0.2,45.0,2.5,107,13.9,0.5,21.8
2850,Quinton Ross,2005-06,0,1,G,NA,NA,1.9,0.0,0.9,2.5,1.2,0.8,0.2,43.2,1.6,96,7.4,0.8,11.8
2851,Bobby Simmons,2005-06,0,1,G,F,NA,3.5,1.4,2.2,4.4,2.3,1.1,0.3,46.800000000000004,5.3,110,13.8,0.7,18.3
2852,Josh Smith,2005-06,0,1,F,NA,NA,3.7,0.4,2.6,6.6,2.4,0.8,2.6,44.4,3.6,103,15.5,6.2,18.9
2853,Eric Snow,2005-06,0,1,G,NA,NA,2.0,0.0,0.8,2.4,4.2,0.9,0.2,41.6,2.1,98,8.1,0.6,10.9
2854,Kirk Snyder,2005-06,0,1,G,NA,NA,2.3,0.7,1.3,2.4,1.5,0.4,0.3,49.1,2.2,106,14.6,1.4,20.5
2855,DeShawn Stevenson,2005-06,0,1,G,NA,NA,4.4,0.0,2.2,2.9,2.0,0.7,0.2,46.6,2.4,102,10.9,0.5,18.1
2856,Peja Stojaković,2005-06,0,2,F,NA,NA,4.0,2.3,3.4,5.8,1.9,0.6,0.1,46.1,8.0,114,16.7,0.3,22.0
2857,Mike Sweetney,2005-06,0,1,F,NA,NA,3.0,0.0,2.0,5.3,0.9,0.3,0.8,45.0,2.1,98,13.9,3.6,23.2
2858,Wally Szczerbiak,2005-06,0,2,F,NA,NA,5.4,1.4,3.9,4.3,3.0,0.6,0.3,51.7,8.0,116,17.7,0.5,22.1
2859,Jason Terry,2005-06,0,1,G,NA,NA,4.3,2.1,2.1,2.0,3.8,1.3,0.3,50.5,9.6,118,18.4,0.7,22.2
2860,Kenny Thomas,2005-06,0,1,F,NA,NA,3.7,0.0,1.7,7.5,2.0,0.9,0.5,50.6,5.5,107,15.0,1.2,16.6
2861,Kurt Thomas,2005-06,0,1,F,NA,NA,3.6,0.0,1.4,7.8,1.1,0.4,1.0,48.6,3.3,107,13.1,2.7,15.5
2862,Hedo Türkoğlu,2005-06,0,1,F,NA,NA,3.6,1.5,3.3,4.3,2.8,0.9,0.3,47.8,7.6,116,16.7,0.6,20.6
2863,Charlie Villanueva,2005-06,0,1,F,NA,NA,4.5,0.9,1.4,6.4,1.1,0.7,0.8,50.3,3.9,107,16.4,2.1,21.7
2864,Dwyane Wade,2005-06,1,1,G,NA,second,9.1,0.2,8.4,5.7,6.7,1.9,0.8,51.300000000000004,14.4,115,27.6,1.5,32.5
2865,Ben Wallace,2005-06,1,1,F,C,second,2.9,0.0,1.5,11.3,1.9,1.8,2.2,51.4,10.1,112,17.5,4.6,11.2
2866,Gerald Wallace,2005-06,0,1,F,NA,NA,5.5,0.3,3.4,7.5,1.7,2.5,2.1,56.2,6.4,112,21.3,4.7,19.3
2867,Rasheed Wallace,2005-06,1,1,F,C,NA,3.8,1.9,1.7,6.8,2.3,1.0,1.6,48.0,8.9,110,17.6,3.4,21.1
2868,Chris Webber,2005-06,0,1,F,C,NA,7.9,0.3,3.5,9.9,3.4,1.4,0.8,44.3,4.4,100,18.4,1.6,27.7
2869,Bonzi Wells,2005-06,0,1,G,F,NA,5.3,0.2,2.5,7.7,2.8,1.8,0.5,48.199999999999996,3.4,101,16.6,1.1,22.4
2870,David Wesley,2005-06,0,1,G,NA,NA,1.8,1.4,2.1,2.5,2.9,0.8,0.1,43.8,3.6,104,9.6,0.2,15.3
2871,David West,2005-06,0,1,F,C,NA,7.1,0.0,2.7,7.4,1.2,0.8,0.9,51.4,7.4,112,19.7,2.1,23.0
2872,Delonte West,2005-06,0,1,G,NA,NA,3.5,1.2,1.2,4.1,4.6,1.2,0.6,53.400000000000006,5.7,112,15.1,1.5,16.4
2873,Deron Williams,2005-06,0,1,G,NA,NA,3.1,1.1,1.2,2.4,4.5,0.8,0.2,42.3,2.8,103,12.4,0.6,20.3
2874,Jason Williams,2005-06,0,1,G,NA,NA,2.7,1.8,1.4,2.4,4.9,0.9,0.1,50.6,4.8,113,15.0,0.2,18.5
2875,Lorenzen Wright,2005-06,0,1,F,C,NA,2.5,0.0,0.8,5.1,0.6,0.7,0.6,48.0,3.7,103,12.2,2.2,15.1
2876,Shareef Abdur-Rahim,2004-05,0,1,F,NA,NA,6.0,0.3,4.1,7.3,2.1,0.9,0.5,51.0,5.4,113,18.7,1.0,22.1
2877,Ray Allen,2004-05,1,1,G,NA,second,5.5,2.7,4.8,4.4,3.7,1.1,0.1,45.9,10.7,117,20.9,0.1,28.0
2878,Rafer Alston,2004-05,0,1,G,NA,NA,3.3,1.7,2.4,3.5,6.4,1.5,0.1,45.1,5.5,108,16.5,0.2,21.2
2879,Carmelo Anthony,2004-05,0,1,F,NA,NA,6.5,0.6,6.1,5.7,2.6,0.9,0.4,45.5,4.9,103,16.7,0.9,29.2
2880,Rafael Araújo,2004-05,0,1,C,NA,NA,1.3,0.0,0.7,3.1,0.3,0.4,0.1,43.6,0.3,92,7.1,0.8,15.6
2881,Gilbert Arenas,2004-05,1,1,G,NA,third,5.6,2.6,6.5,4.7,5.1,1.7,0.3,46.9,11.5,115,21.3,0.5,27.3
2882,Chucky Atkins,2004-05,0,1,G,NA,NA,2.6,2.1,2.0,2.4,4.4,0.9,0.0,46.6,4.5,112,13.4,0.1,17.9
2883,Shane Battier,2004-05,0,1,F,NA,NA,2.5,0.9,2.3,5.2,1.6,1.1,1.0,46.1,7.8,117,14.8,2.4,14.8
2884,Mike Bibby,2004-05,0,1,G,NA,NA,5.4,1.6,4.0,4.2,6.8,1.6,0.4,47.699999999999996,8.5,112,19.2,0.7,23.8
2885,Chauncey Billups,2004-05,0,1,G,NA,NA,3.0,2.1,4.3,3.4,5.8,1.0,0.1,45.4,12.1,121,19.0,0.2,20.7
2886,Mark Blount,2004-05,0,1,C,NA,NA,4.0,0.0,1.4,4.8,1.6,0.4,0.8,53.0,2.8,103,12.5,2.3,17.9
2887,Keith Bogans,2004-05,0,1,G,F,NA,2.8,0.8,1.8,3.1,1.8,0.9,0.1,39.800000000000004,0.1,93,10.4,0.3,22.0
2888,Carlos Boozer,2004-05,0,1,F,C,NA,7.1,0.0,3.7,9.0,2.8,0.8,0.5,52.2,4.1,108,19.2,1.1,24.6
2889,Chris Bosh,2004-05,0,1,F,C,NA,5.8,0.0,5.1,8.9,1.9,0.9,1.4,47.199999999999996,6.8,107,17.5,2.7,21.7
2890,Bruce Bowen,2004-05,0,1,F,NA,NA,1.8,1.2,0.9,3.5,1.5,0.7,0.5,43.2,6.1,109,9.5,1.1,12.5
2891,Elton Brand,2004-05,0,1,F,C,NA,7.8,0.0,4.5,9.5,2.6,0.8,2.1,50.4,10.6,113,22.4,4.3,25.4
2892,Primož Brezec,2004-05,0,1,C,NA,NA,5.4,0.0,2.3,7.4,1.2,0.5,0.8,51.2,4.9,111,16.1,1.8,18.7
2893,P.J. Brown,2004-05,0,1,F,C,NA,4.1,0.0,2.6,9.0,2.2,0.9,0.6,44.6,6.9,112,15.5,1.4,15.9
2894,Rick Brunson,2004-05,0,1,G,NA,NA,1.5,0.6,0.7,2.3,5.1,1.0,0.1,37.8,1.9,99,11.6,0.3,14.3
2895,Kobe Bryant,2004-05,1,1,G,F,third,6.7,2.0,8.2,5.9,6.0,1.3,0.8,47.199999999999996,8.1,111,23.3,1.4,31.7
2896,Greg Buckner,2004-05,0,1,G,NA,NA,1.6,0.7,0.9,3.0,1.9,1.1,0.1,61.0,4.8,126,13.7,0.3,11.4
2897,Caron Butler,2004-05,0,1,F,NA,NA,5.2,0.5,3.6,5.8,1.9,1.4,0.3,46.5,5.3,110,15.8,0.6,20.7
2898,Marcus Camby,2004-05,0,1,C,F,NA,4.2,0.0,1.9,10.0,2.3,0.9,3.0,46.800000000000004,5.8,103,18.0,7.4,17.2
2899,Vince Carter,2004-05,1,2,G,F,NA,7.4,1.6,4.8,5.2,4.2,1.4,0.6,46.300000000000004,9.4,109,22.9,1.3,31.6
2900,Sam Cassell,2004-05,0,1,G,NA,NA,4.9,0.5,2.3,2.7,5.1,0.6,0.2,50.0,3.8,109,18.6,0.7,26.4
2901,Kelvin Cato,2004-05,0,1,C,NA,NA,2.6,0.0,1.8,6.7,0.6,0.9,1.3,53.900000000000006,4.3,116,14.9,3.8,12.1
2902,Josh Childress,2004-05,0,1,G,F,NA,3.6,0.2,2.4,6.0,1.9,0.9,0.4,49.3,4.6,113,15.2,1.1,16.0
2903,Doug Christie,2004-05,0,2,G,F,NA,2.2,0.3,1.3,3.4,3.8,1.5,0.3,42.6,0.9,95,9.9,0.8,13.6
2904,Speedy Claxton,2004-05,0,2,G,NA,NA,4.0,0.2,3.0,3.0,6.0,1.8,0.1,44.7,3.7,106,15.8,0.3,20.1
2905,Jason Collier,2004-05,0,1,C,NA,NA,2.4,0.1,0.7,2.6,0.3,0.2,0.2,46.400000000000006,0.0,96,11.0,1.1,22.4
2906,Jarron Collins,2004-05,0,1,F,C,NA,1.3,0.0,1.7,3.3,1.2,0.2,0.1,41.699999999999996,1.1,109,8.0,0.5,11.7
2907,Jason Collins,2004-05,0,1,C,NA,NA,2.3,0.0,1.7,6.1,1.3,0.9,0.9,41.3,3.9,99,8.6,2.3,11.7
2908,Jamal Crawford,2004-05,0,1,G,NA,NA,3.6,2.6,2.6,2.9,4.3,1.3,0.3,43.1,4.2,106,15.2,0.5,22.8
2909,Eddy Curry,2004-05,0,1,C,NA,NA,6.2,0.0,3.6,5.4,0.6,0.3,0.9,53.800000000000004,4.3,103,16.3,2.4,25.5
2910,Samuel Dalembert,2004-05,0,1,C,NA,NA,3.5,0.0,1.2,7.5,0.5,0.6,1.7,52.400000000000006,3.9,102,14.4,5.3,16.3
2911,Erick Dampier,2004-05,0,1,C,NA,NA,3.4,0.0,2.3,8.5,0.9,0.3,1.4,55.50000000000001,4.5,111,15.2,3.7,15.8
2912,Antonio Davis,2004-05,0,1,F,C,NA,2.7,0.0,1.6,5.9,1.1,0.4,0.6,46.1,3.9,103,11.1,1.7,14.1
2913,Luol Deng,2004-05,0,1,F,NA,NA,4.1,0.5,2.0,5.3,2.2,0.8,0.4,47.199999999999996,3.0,98,14.2,1.2,22.4
2914,Dan Dickau,2004-05,0,2,G,NA,NA,3.1,1.2,2.7,2.5,4.9,1.1,0.1,43.2,3.5,105,14.9,0.2,22.3
2915,Chris Duhon,2004-05,0,1,G,NA,NA,1.0,1.1,0.6,2.6,4.9,1.0,0.0,35.0,4.1,102,9.8,0.1,13.1
2916,Tim Duncan,2004-05,1,1,F,C,first,7.8,0.0,4.6,11.1,2.7,0.7,2.6,49.8,11.2,112,27.0,5.7,28.9
2917,Mike Dunleavy,2004-05,0,1,F,G,NA,3.8,1.4,1.7,5.5,2.6,1.0,0.3,47.9,4.9,107,14.5,0.7,19.1
2918,Reggie Evans,2004-05,0,1,F,NA,NA,1.7,0.0,1.6,9.3,0.7,0.7,0.2,48.0,3.8,107,13.0,0.6,11.8
2919,Michael Finley,2004-05,0,1,G,F,NA,4.2,1.8,1.8,4.1,2.6,0.8,0.3,43.6,5.5,111,14.3,0.6,19.5
2920,Jeff Foster,2004-05,0,1,F,C,NA,2.8,0.0,1.5,9.0,0.7,0.8,0.2,52.7,5.4,118,15.4,0.6,13.3
2921,Adonal Foyle,2004-05,0,1,C,NA,NA,2.0,0.0,0.5,5.5,0.7,0.3,2.0,50.2,3.4,108,12.7,6.7,10.4
2922,Steve Francis,2004-05,0,1,G,NA,NA,6.7,0.5,6.4,5.8,7.0,1.4,0.4,43.6,6.2,105,18.9,0.7,28.0
2923,Dan Gadzuric,2004-05,0,1,C,NA,NA,3.0,0.0,1.3,8.3,0.4,0.6,1.3,53.900000000000006,5.2,113,18.1,4.4,15.8
2924,Kevin Garnett,2004-05,1,1,F,C,second,8.3,0.1,5.4,13.5,5.7,1.5,1.4,50.7,16.1,117,28.2,2.6,27.1
2925,Pau Gasol,2004-05,0,1,C,F,NA,6.4,0.0,5.0,7.3,2.4,0.7,1.7,51.7,6.8,112,22.5,4.1,26.2
2926,Manu Ginóbili,2004-05,1,1,G,NA,NA,3.6,1.3,4.8,4.4,3.9,1.6,0.4,51.7,11.0,117,22.3,0.9,24.3
2927,Gordan Giriček,2004-05,0,1,G,F,NA,3.0,0.5,1.4,2.2,1.7,0.6,0.1,46.5,1.8,103,12.9,0.6,21.7
2928,Drew Gooden,2004-05,0,1,F,NA,NA,5.6,0.1,3.1,9.2,1.6,0.9,0.9,50.2,8.5,112,19.7,2.2,21.7
2929,Richard Hamilton,2004-05,0,1,G,F,NA,6.2,0.5,4.8,3.9,4.9,1.0,0.2,45.5,7.4,106,16.0,0.3,25.1
2930,Matt Harpring,2004-05,0,1,F,NA,NA,5.2,0.1,3.1,6.2,1.8,0.9,0.2,50.4,5.5,111,15.5,0.5,20.1
2931,Al Harrington,2004-05,0,1,F,NA,NA,6.6,0.2,3.6,7.0,3.2,1.3,0.2,47.9,1.6,99,14.4,0.5,23.6
2932,Udonis Haslem,2004-05,0,1,F,C,NA,4.3,0.0,2.2,9.1,1.4,0.8,0.5,54.300000000000004,9.2,118,15.5,1.1,14.9
2933,Trenton Hassell,2004-05,0,1,G,NA,NA,2.7,0.0,1.1,2.7,1.6,0.4,0.4,48.3,2.7,108,9.3,1.0,13.2
2934,Brendan Haywood,2004-05,0,1,C,NA,NA,3.5,0.0,2.3,6.8,0.8,0.8,1.7,56.00000000000001,5.2,115,16.5,4.5,14.9
2935,Grant Hill,2004-05,1,1,F,G,NA,7.7,0.0,4.2,4.7,3.3,1.4,0.4,51.300000000000004,6.6,111,20.0,0.9,24.8
2936,Kirk Hinrich,2004-05,0,1,G,NA,NA,3.9,1.9,2.2,3.9,6.4,1.6,0.3,42.0,7.2,104,15.3,0.6,22.3
2937,Dwight Howard,2004-05,0,1,C,NA,NA,4.3,0.0,3.4,10.0,0.9,0.9,1.7,52.1,7.3,111,17.2,3.6,16.7
2938,Josh Howard,2004-05,0,1,F,G,NA,4.5,0.4,2.2,6.4,1.4,1.5,0.6,50.6,6.4,108,15.8,1.5,18.6
2939,Juwan Howard,2004-05,0,1,F,C,NA,4.0,0.0,1.6,5.7,1.5,0.5,0.1,45.2,3.2,103,13.0,0.2,19.5
2940,Larry Hughes,2004-05,0,1,G,NA,NA,6.7,1.0,5.8,6.3,4.7,2.9,0.3,46.5,7.7,110,21.6,0.6,26.6
2941,Andre Iguodala,2004-05,0,1,F,G,NA,2.7,0.6,1.9,5.7,3.0,1.7,0.6,55.00000000000001,6.6,110,13.5,1.4,12.8
2942,Zydrunas Ilgauskas,2004-05,1,1,C,NA,NA,5.8,0.0,5.2,8.6,1.3,0.7,2.1,46.9,8.1,110,19.5,4.7,24.1
2943,Allen Iverson,2004-05,1,1,G,NA,first,8.9,1.4,8.7,4.0,7.9,2.4,0.1,45.1,9.0,105,23.2,0.2,35.0
2944,Stephen Jackson,2004-05,0,1,F,G,NA,4.5,2.0,3.7,4.9,2.3,1.3,0.3,42.6,3.1,101,15.9,0.6,27.7
2945,Jerome James,2004-05,0,1,C,NA,NA,2.2,0.0,0.6,3.0,0.2,0.3,1.4,51.2,1.2,97,10.0,6.5,15.9
2946,LeBron James,2004-05,1,1,F,G,second,8.6,1.4,6.0,7.4,7.2,2.2,0.7,49.9,14.3,114,25.7,1.1,29.7
2947,Antawn Jamison,2004-05,1,1,F,NA,NA,6.6,1.0,3.3,7.6,2.3,0.8,0.2,45.7,5.4,108,16.9,0.5,24.1
2948,Marko Jarić,2004-05,0,1,G,NA,NA,2.7,1.1,1.2,3.2,6.1,1.7,0.3,43.5,2.8,104,13.9,0.8,16.5
2949,Jared Jeffries,2004-05,0,1,F,NA,NA,2.4,0.2,1.3,4.9,2.0,0.9,0.5,48.8,2.6,104,11.2,1.3,13.6
2950,Anthony Johnson,2004-05,0,1,G,NA,NA,2.6,0.7,1.3,2.8,4.8,0.9,0.2,46.6,4.0,109,14.3,0.7,16.5
2951,DerMarr Johnson,2004-05,0,1,F,NA,NA,1.9,0.7,1.1,2.1,1.1,0.6,0.3,59.199999999999996,3.2,113,14.0,1.1,17.4
2952,Joe Johnson,2004-05,0,1,G,F,NA,4.5,2.2,1.6,5.1,3.5,1.0,0.3,45.4,7.6,113,15.1,0.5,19.0
2953,Damon Jones,2004-05,0,1,G,NA,NA,1.3,2.7,0.8,2.8,4.3,0.5,0.1,51.7,8.7,124,15.5,0.1,15.6
2954,Eddie Jones,2004-05,0,1,G,F,NA,2.6,1.8,2.2,5.1,2.7,1.1,0.5,47.699999999999996,8.0,113,13.6,1.0,16.6
2955,Chris Kaman,2004-05,0,1,C,NA,NA,3.9,0.0,1.3,6.7,1.2,0.4,1.1,49.8,2.1,98,13.1,3.1,18.8
2956,Jason Kidd,2004-05,0,1,G,NA,NA,3.2,2.0,2.2,7.4,8.3,1.9,0.1,42.5,7.2,107,19.5,0.3,21.3
2957,Andrei Kirilenko,2004-05,0,1,F,NA,NA,4.5,0.6,5.0,6.2,3.2,1.6,3.3,53.6,5.5,117,24.4,8.5,21.3
2958,Brevin Knight,2004-05,0,1,G,NA,NA,3.7,0.0,2.5,2.6,9.0,2.0,0.1,43.2,4.5,108,18.0,0.2,18.7
2959,Kyle Korver,2004-05,0,1,G,F,NA,1.1,2.8,1.0,4.6,2.2,1.3,0.4,45.300000000000004,6.6,112,12.8,1.0,15.1
2960,Nenad Krstić,2004-05,0,1,C,NA,NA,3.7,0.0,2.5,5.3,1.0,0.4,0.8,49.5,4.4,106,13.4,2.6,19.0
2961,Raef LaFrentz,2004-05,0,1,F,C,NA,3.2,1.0,1.5,6.9,1.2,0.5,1.2,55.900000000000006,7.5,120,17.3,3.4,16.9
2962,Rashard Lewis,2004-05,1,1,F,NA,NA,5.1,2.4,3.1,5.5,1.3,1.1,0.9,49.9,8.4,117,19.4,1.8,24.0
2963,Tyronn Lue,2004-05,0,2,G,NA,NA,3.4,0.8,2.0,2.1,4.6,0.5,0.0,48.1,3.7,112,14.1,0.0,18.7
2964,Corey Maggette,2004-05,0,1,F,NA,NA,5.7,0.8,8.5,6.0,3.4,1.1,0.1,45.7,8.1,112,19.9,0.2,27.9
2965,Stephon Marbury,2004-05,0,1,G,NA,NA,6.0,1.4,5.6,3.0,8.1,1.5,0.1,49.7,11.7,118,21.9,0.1,24.8
2966,Shawn Marion,2004-05,1,1,F,NA,third,6.2,1.4,2.8,11.3,1.9,2.0,1.5,52.6,12.5,116,21.7,2.5,21.3
2967,Kenyon Martin,2004-05,0,1,F,NA,NA,6.3,0.0,2.8,7.3,2.4,1.4,1.1,49.6,5.3,103,17.5,2.6,23.4
2968,Desmond Mason,2004-05,0,1,F,NA,NA,6.0,0.0,5.3,3.9,2.7,0.7,0.3,44.5,4.3,107,14.8,0.7,23.2
2969,Tracy McGrady,2004-05,1,1,G,F,third,7.3,1.8,5.5,6.2,5.7,1.7,0.7,46.800000000000004,12.0,109,22.9,1.3,31.2
2970,Jeff McInnis,2004-05,0,1,G,NA,NA,3.8,1.2,1.7,2.1,5.1,0.7,0.0,43.9,4.1,108,12.4,0.0,18.8
2971,Keith McLeod,2004-05,0,1,G,NA,NA,2.4,0.3,2.1,2.1,4.5,1.2,0.2,37.2,0.3,94,10.4,0.7,19.0
2972,Chris Mihm,2004-05,0,1,C,F,NA,3.7,0.0,2.3,6.7,0.7,0.2,1.4,50.9,3.6,109,15.7,4.2,18.8
2973,Andre Miller,2004-05,0,1,G,NA,NA,5.1,0.1,3.1,4.1,6.9,1.5,0.1,49.2,7.0,109,16.5,0.2,19.5
2974,Brad Miller,2004-05,0,1,C,F,NA,5.6,0.1,4.2,9.3,3.9,1.2,1.2,53.2,8.6,125,20.7,2.3,17.4
2975,Mike Miller,2004-05,0,1,F,G,NA,3.3,1.8,1.4,3.9,2.9,0.7,0.3,55.800000000000004,7.0,114,16.7,0.8,19.8
2976,Reggie Miller,2004-05,0,1,G,F,NA,3.3,1.5,3.8,2.4,2.2,0.8,0.1,51.800000000000004,6.6,118,16.6,0.2,20.8
2977,Yao Ming,2004-05,1,1,C,NA,NA,6.7,0.0,4.9,8.4,0.8,0.4,2.0,55.2,10.7,113,23.2,5.1,26.8
2978,Cuttino Mobley,2004-05,0,2,G,NA,NA,3.9,2.3,2.5,3.5,2.8,1.1,0.5,43.7,4.4,109,15.0,0.9,21.4
2979,Nazr Mohammed,2004-05,0,2,C,NA,NA,3.8,0.0,2.0,7.6,0.4,0.8,1.1,48.1,4.6,106,16.4,3.3,19.2
2980,Troy Murphy,2004-05,0,1,F,C,NA,4.8,0.8,3.3,10.8,1.4,0.8,0.5,41.699999999999996,5.3,106,16.8,1.0,22.2
2981,Lee Nailon,2004-05,0,1,F,NA,NA,6.1,0.0,2.0,4.4,1.6,0.5,0.2,47.9,2.2,102,14.5,0.6,24.2
2982,Steve Nash,2004-05,1,1,G,NA,first,4.5,1.3,2.8,3.3,11.5,1.0,0.1,52.6,10.9,123,22.0,0.2,20.5
2983,Rasho Nesterović,2004-05,0,1,C,NA,NA,2.8,0.0,0.2,6.6,1.0,0.4,1.7,46.0,4.2,101,12.0,4.7,13.5
2984,Ira Newble,2004-05,0,1,F,NA,NA,2.2,0.3,0.7,3.0,1.2,0.7,0.2,43.9,1.9,102,8.6,0.7,12.7
2985,Andrés Nocioni,2004-05,0,1,F,NA,NA,2.7,0.3,2.1,4.8,1.5,0.5,0.4,42.9,2.5,94,10.1,1.3,19.7
2986,Dirk Nowitzki,2004-05,1,1,F,C,first,7.3,1.2,7.9,9.7,3.1,1.2,1.5,47.0,15.6,118,26.1,2.9,28.7
2987,Lamar Odom,2004-05,0,1,F,NA,NA,5.2,0.6,3.2,10.2,3.7,0.7,1.0,50.2,4.7,107,17.3,2.1,20.8
2988,Emeka Okafor,2004-05,0,1,C,F,NA,6.1,0.0,2.9,10.9,0.9,0.8,1.7,44.7,4.0,100,16.3,3.6,21.8
2989,Jermaine O'Neal,2004-05,1,1,C,F,NA,8.8,0.0,6.7,8.8,1.9,0.6,2.0,45.4,3.8,102,22.9,4.4,36.2
2990,Shaquille O'Neal,2004-05,1,1,C,NA,first,9.0,0.0,4.8,10.4,2.7,0.5,2.3,60.099999999999994,11.0,111,27.0,5.0,30.5
2991,Tony Parker,2004-05,0,1,G,NA,NA,6.2,0.5,2.6,3.7,6.1,1.2,0.1,51.6,8.1,106,18.0,0.1,25.1
2992,Ruben Patterson,2004-05,0,1,F,NA,NA,4.5,0.0,2.4,3.9,2.0,1.5,0.3,55.00000000000001,3.4,105,15.8,0.8,20.4
2993,Gary Payton,2004-05,0,1,G,NA,NA,3.9,0.5,2.0,3.1,6.1,1.1,0.2,49.8,5.4,111,15.1,0.4,17.0
2994,Morris Peterson,2004-05,0,1,F,NA,NA,2.8,1.6,2.3,4.1,2.1,1.1,0.2,44.2,5.1,110,14.4,0.5,18.9
